,project_code,standardized_text,Target_Vector,Predicted_Vector
177,2015.1.00302.S,sub arcsec co imaging of the z submillimeter galaxy smm j we propose sub arcsec co imaging of the molecular gas in the z submillimeter galaxy smg smm j which is the very first smg discovered with a confirmed counterpart this remarkable system is a merger of two ultra luminous infrared sources and contains practically all of the diverse elements that are found in samples of smgs e g multiple component starburst agn extremely red object ly alpha cloud and feedback from a qso driven outflow but there are a lack of observations of molecular gas at sufficient spatial resolution to disentangle the nature of the source recent high resolution vla radio imaging along with continuum imaging of the system suggests a radio jet from the qso may be inducing or enhancing star formation in the nearby extremely red starburst source detailed imaging of the molecular gas with is required to study the possible interaction of the qso with the red starburst region as well as the surrounding large blue ly alpha cloud and will provide insight into key processes associated with the formation and evolution of galaxies,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01606065407395363, 0.4836498200893402, 0.05728897452354431, 0.021297192201018333, 0.24413511157035828, 0.11651611328125, 0.03007219173014164, 0.017193550243973732, 0.013786503113806248]"
178,2015.1.00305.S,quasar feedback connecting the accretion disk wind to the large scale molecular outflow in a recent nature article we reported the first direct evidence for a quasar accretion disk wind driving a massive msun yr molecular outflow the energetics of the accretion disk wind and molecular outflow are consistent with the predictions of energy conserving flows from the latest quasar feedback models however this conclusion is uncertain because the mass outflow rate momentum flux and mechanical power of the outflowing molecular gas were inferred from our unresolved herschel data here we propose to use for hrs to pin down these parameters by detecting and resolving the associated broad wings in co these quantities will be compared with those of the inner quasar wind to provide the best constraints ever on the driving mechanism of quasar feedback these observations will also be extremely useful for the interpretation of future oh observations in the distant universe as well as upcoming astro h x ray data on ulirgs and quasars,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.008896450512111187, 0.11240288615226746, 0.03293230012059212, 0.010307639837265015, 0.5393785834312439, 0.25054579973220825, 0.020190440118312836, 0.014894114807248116, 0.010451789945363998]"
179,2015.1.00307.S,debris disk structure around nearby sun like stars we propose to image the millimeter continuum emission from a sample of the brightest debris disks around the closest pc sun like fgk main sequence stars to probe the underlying distributions of dust producing planetesimals we will use these data to quantify the surface density structures and assess if the central clearings of these disks result from collisional depletion by an outward moving front of planetoid growth or dynamical depletion from the gravitational influence of giant planets use disk features including sharp disk edges offsets and azimuthal asymmetries to place constraints on otherwise inaccessible wide separation planets and make the first systematic comparative study of the planetesimal structures around sun like stars of gyr ages analysis of these closest debris disks will provide the cornerstone templates for interpretion of more distant less accessible systems,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.014269160106778145, 0.029052292928099632, 0.03343133255839348, 0.014684241265058517, 0.39630237221717834, 0.43532273173332214, 0.03029027208685875, 0.025756916031241417, 0.020890653133392334]"
180,2015.1.00308.S,the c c isotopic ratio in protoplanetary disks we propose to obtain a direct meaurement of the c c and the o o isotopic ratios in two protoplanetary disk systems isotopic ratios are key quantities to extract physical mass and chemical abundances properties measurements of the the isotopic ratio in the bulk material also enable studies of the effects of isotopic fractionation such as that seen in galactic photodissociation regions which are direct analogs to the irradiated surfaces of disks in disks the effects of isotopic self shielding are theorized to be the main mechanism for creating one of the more puzzling aspects of the solar system chemical record the o enrichement relative to o in chondritic meteorites building upon techniques developed to characterize this ratio in the ism we will obtain simultaneous measurements of c o and c o j transition in tw hya and dm tau this simple meaurement can provide a direct estimate of the c c ratio simultaneous observations of co j then can be used to determine the ratio of o o and test the process of isotopic self shielding in the disk ennvironment for the first time with resolved observations,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.014358630403876305, 0.13943079113960266, 0.07797408849000931, 0.013433664105832577, 0.29658034443855286, 0.39517298340797424, 0.027684520930051804, 0.018565330654382706, 0.016799643635749817]"
181,2015.1.00326.S,a detailed view of the bird s anatomy sf agn feedback the bird is a luminous infrared galaxy lirg logl ir l sun product of a triple merger the ongoing star formation sf in the least massive of the components the head outshines that of the primary nuclei the heart and the body as evidenced by our spitzer um imaging hence dominating the lirg phenomenon in the bird this clashes with the commonly accepted major merger scenario in which the sf is expected to be higher in central compact regions based on our recent cycle co observations we infer the presence of a in out flow from one of the main nuclei this could be a factor contributing to the apparent sf starvation in this cycle proposal we aim at investigating the sf obscured agn feedback in the bird and how this influences the ism of this striking object,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.019014542922377586, 0.4938896596431732, 0.05520531162619591, 0.02442362904548645, 0.249037966132164, 0.09092885255813599, 0.03173878788948059, 0.021288089454174042, 0.01447315700352192]"
182,2015.1.00340.S,investigating the dynamical interaction at the formation of a multiple star system our cycle observations revealed the complex and dynamical nature of a dense core mc l f that is at very early stage of the low mass multiple star formation in taurus the features include a high density starless core with a density of x cm a very compact outflow ejected from the very low luminosity spitzer source with a dynamical time scale of a few hundred years and the molecular distribution of several cores with the arc like structure possibly due to the dynamical gas interaction the complex structure suggests that the initial condition of star formation is highly dynamical this proposal aims at investigating the system further to understand a full picture of the protostar formation therein we obtain the velocity information of the gas that should have created this complex structure to be compared with our theoretical simulation we will also spatially resolve the very central part of the dense core system containing a very low luminosity protostar as well as compact dust gas condensations the observation of the condensations will confirm the actual evolutionary stage whether the hypothetical first protostellar core is already formed or not,"[0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.007936499081552029, 0.09683925658464432, 0.028805764392018318, 0.009195716120302677, 0.5947707295417786, 0.2187139242887497, 0.018551712855696678, 0.014277193695306778, 0.010909127071499825]"
183,2015.1.00341.S,revealing magnetic field structures im mass cores in omc understanding the magnetic field on size scales smaller than a core pc is crucial to see how the magnetic field is responsible for setting initial conditions of star formation we propose polarization and molecular line observations toward candidates of intermediate mass prestellar and protostellar cores in omc where is the nearest ideal laboratory for studying the magnetically regulated core collapse process proposed polarization observations will spatially resolve the polarization distribution and we aim to measure the polarization degree down to au scale for all the targets and down to au for the brightest and youngest protostellar source found in omc proposed line observations will directly image core internal structures such as pseudo disk circumstellar disk and root of the outflow and reveal their kinematic structures with the same angular resolution obtained for polarization images the obtained results will be compared and iterated with theoretical models mhd simulations optimized specifically for our targets and finally study how the magnetic field changes with respect to the evolutionary stages of cores,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.010337455198168755, 0.07241816073656082, 0.034948039799928665, 0.009814385324716568, 0.4753837287425995, 0.34986549615859985, 0.020596710965037346, 0.015451684594154358, 0.011184307746589184]"
184,2015.1.00350.S,imaging gravitational instability in the most massive fu ori object one of the surprising findings of s hl tau observations is the lack of spiral arms and or clumps which are the ubiquitous features of gravitational instability gi considering hl tau is one of the most massive disks it cast doubts on whether gi ever operates in protoplanetary disks we propose to look for the signatures of gi in disks which are even more massive than hl tau fu orionis exor objects are great candidates to search for gi as most theoretical models imply thay their disks should be unstable our cycle program has targeted several fu orionis exor objects and we choose the most massive disk v ori msun to obtain high angular resolution data to search for the spiral arms and or clumps caused by gi imaging gi would be a ground breaking discovery however if we not find any signatures of gi in this extremely massive disk it will put stringent constraints on all current disk outburst models whatever the case our program will be a major contribution to the understanding of the fu ori phenomenon at pc v ori is so bright mjy in band that it can be imaged at au resolution in only hs,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009680486284196377, 0.039371706545352936, 0.03169984370470047, 0.010991822928190231, 0.5003964900970459, 0.357670396566391, 0.020001476630568504, 0.017430758103728294, 0.012757034040987492]"
185,2015.1.00392.S,completing the disk census in taurus we propose to observe single and multiple young stellar systems in taurus to answer how protoplanetary disk mass depends on both stellar mass and multiplicity while previous surveys show a correlation between stellar and disk mass most sources below spectral type m are undetected and it is not known if the same dependence holds down to the stellar mass limit our cycle observations of wide binaries detected disk masses down to msun and revealed a range of disk mass distributions s sensitivity and resolution enables us to observe a complete sample to tackle this issue these observations have a sensitivity level times better than previous large surveys of this region the selected sample provides complete coverage of all stars in the disk only phase by targeting undetected single stars and undetected or unresolved multiple systems using these band continuum fluxes to measure outer disk mass combined with the wealth of ancillary data on taurus we will establish the influence of stellar mass and multiplicity on the potential for planet formation this is a re submission of a grade b cycle proposal for which no data have yet been taken,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.011564560234546661, 0.03701665997505188, 0.026476949453353882, 0.011015879921615124, 0.5393038988113403, 0.31163719296455383, 0.025897296145558357, 0.02055353671312332, 0.01653399132192135]"
186,2015.1.00449.S,fragmentation of massive dense clumps unveiling the initial conditions of high mass star formation this is the resubmission of project s approved in cycle postponed to cycle but not observed yet the project aims at determining the population of dense cores size number spatial distribution embedded in carefully selected massive clumps through high angular resolution observations of n h and sub mm continuum in order to test high mass star formation competing theories high mass stars are born from the gravitational collapse of such clumps i either via competitive accretion in highly fragmented clumps ii or through accretion onto single cores if fragmentation is suppressed simulations show that the fragmentation process is efficiently inhibited if a strong magnetic support dominates the dynamics during collapse vice versa a faint magnetic support favours the formation of many small fragments therefore if the magnetic support dominates over turbulence in the formation of massive stars we expect a majority of clumps with low fragmentation levels and vice versa,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.016252541914582253, 0.4834383726119995, 0.04925775155425072, 0.020437749102711678, 0.2931723892688751, 0.08444949984550476, 0.026352770626544952, 0.01389259658753872, 0.012746363878250122]"
187,2015.1.00475.S,investigating the water deuteration in a young protostellar system the evolution of water from its formation in the molecular cloud until its incorporation in the protoplanetary disk and then comets and asteroids is still unclear measuring the water d h ratio is particularly helpful to answer this question we propose to carry out multi line observations of the water isotopologues hdo h o and d o at high spatial resolution arcsec au diameter towards the inner regions of the well known class protobinary iras which is now possible thanks to the enhanced capabilities of through the study of the kinematics and the determination of the hdo h o and d o h o ratios with radius from the protostars we can determine if the water present at the class stage was preserved or reprocessed until its incorporation in disks and primitive icy bodies the data will also allow us to determine the mechanisms that control the water vapor abundance in the warm inner regions of class protostars this proposal is a resubmission of the b ranked cycle proposal s,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.010055791586637497, 0.06287181377410889, 0.04855731502175331, 0.010077505372464657, 0.4505012035369873, 0.3627338111400604, 0.021486695855855942, 0.019697535783052444, 0.014018336310982704]"
188,2015.1.00500.S,imaging the disk and gas accretion around young massive star s ir the answer to how massive stars acquire their large mass is essential to our understanding of the massive star formation process there is growing observational evidence suggesting that like their low mass counterparts newborn massive stars accrete through similar disk outflow interaction as a scaled up version of the standard disk envelope paradigm detailed characterization of this process has been greatly hindered by the fact these disks toroids were barely resolved in previously observations we propose observations to investigate the elusive disk in the nearby massive star forming region s ir with unprecedented high sensitivity and angular resolution at an angular resolution of direct high quality imaging of dust continuum and more importantly molecular line emission will allow us to resolve the disk and determine its physical and kinematical structure the observations will enable us start addressing whether such disks or toroids around massive young stellar objects are keplerian and stable how the disks participate in the accretion process and how the disks and outflows interact,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.00885558407753706, 0.0444488562643528, 0.02983022667467594, 0.008693532086908817, 0.5110898613929749, 0.35241538286209106, 0.018462391570210457, 0.01583956740796566, 0.010364648886024952]"
189,2015.1.00502.S,spatially resolving the circumstellar envelope of wise j an object recently experienced an extreme mass ejection this proposal aims to resolve the circumstellar envelope of wise j an object with an extremely optically thick circumstellar envelope using the long baseline mode since its discovery in as an object showing significant change of the infrared fluxes in the last years we have carried out an intensive follow up observation in various wavelengths to reveal its nature our cycle observation have detected co and sio lines on top of the relatively strong continuum the expansion velocity of the molecules is km s these observation data do not correspond to any kinds of known objects and the nature of wise j has not been identified to estimate the distance to the object and the luminosity of the object we propose a high spatial resolution observation of wise j the expected size of the object is mas and the s long baseline observation shall resolve it the observation will be carried out primarily in co line and continuum in band ,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009847979992628098, 0.12686915695667267, 0.04244140535593033, 0.010229434818029404, 0.4859029948711395, 0.2758610248565674, 0.020442573353648186, 0.01607550121843815, 0.012329984456300735]"
190,2015.1.00513.S,anatomy of a fried egg iras was recently identified by lagadec et al as the closest and brightest yellow hypergiant infrared imaging of the dust emission implies a very intense mass loss with msun of gas ejected in the last years this led to the formation of at least two concentric dusty shells this makes iras a unique object for the study of the mass loss process in a spectacular short lived phase towards the end of the life of a massive star before it explodes as a supernova our cycle proposal to observe it was accepted but only compact array observations were taken enabling us to discover the formation of a swept up ism bubble around this yellow hypergiant we propose to complete our observations and study these shells in co j emission with to probe the kinematics and morphology of the gas in this massive stellar envelope this will enable us to measure the amount of gas ejected the time scale of the ejection and check whether the dust and gas ejection are coupled these measurements are the key for understanding the physics of the intense mass loss during this short lived and thus rare phase of stellar evolution,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009516261518001556, 0.1603824645280838, 0.041386574506759644, 0.011046633124351501, 0.46730563044548035, 0.2642590403556824, 0.020262153819203377, 0.014120278880000114, 0.011720986105501652]"
191,2015.1.00597.S,weighing low mass black holes in the nearest agn we propose to use to make the first robust dynamical detections of solar mass central black holes in two nearby galaxies these measurements will provide constraints on the formation of black holes in the early universe and on the physics underlying galaxy black hole scaling relationships our targets are two active galactic nuclei agn at d mpc and both show clear evidence from near infrared observations of rotating molecular disks surrounding their black holes the high resolution of will enable us to significantly improve on existing black hole mass measurements of these galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.00983507465571165, 0.08659857511520386, 0.028741786256432533, 0.010926724411547184, 0.6232255101203918, 0.19512104988098145, 0.0204398725181818, 0.013204851187765598, 0.011906457133591175]"
192,2015.1.00615.S,revealing the disk rotation curve around an o type yso searching for massive rotating disks around early b type and o type young stellar objects ysos is a key study to asses the main physical processes of massive star formation here we propose to characterize for the first time the gas dynamics around an o type yso unveiling the presence of a massive disk and determining its rotation curve by means of high resolution and sensitive observations in band toward g this star forming site harbors a known hot molecular core hmc that we have recently studied in detail through both sma observations in the ghz band with an angular resolution of ca and with vlbi multi epoch observations of strong water and methanol masers the outcome of these studies has unveiled a massive and flattened hmc rotating about an o type yso with a dynamical mass of msun which powers a well collimated bipolar outflow at the sub parsec scale with this is mind we want to observe the ch cn k k line emission and dust continuum at mm to accurately trace the velocity field of hot and dense gas inside the hmc and to study the spatial morphology of both gas and dust emission,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009712534956634045, 0.1008281260728836, 0.039151888340711594, 0.00915994681417942, 0.47135019302368164, 0.32339128851890564, 0.018965616822242737, 0.016266707330942154, 0.011173682287335396]"
193,2015.1.00624.S,map molecular cloud chemistry and turbulence across a spiral arm of m both molecular cloud mc chemistry and interstellar turbulence are tightly related to the dynamics of spiral arms our gas grain chemical modeling of mc evolution through a spiral arm has already predicted significant chemical differences between upstream downstream clouds however the chemical differences of mcs and distribution of turbulence between spiral arms and upstream downstream interarm regions are difficult to investigate in the milky way due to our location in the galactic plane we use to map co so h co and ch oh lines around the the eastern arm of the face on southern spiral galaxy m to investigate the environment dependent cloud chemistry and turbulence properties and to test our chemical models the results shall be also instructive to the study back in milky way,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.015057703480124474, 0.47429418563842773, 0.05043355002999306, 0.01659218780696392, 0.24704132974147797, 0.1391652375459671, 0.027461757883429527, 0.01724175550043583, 0.012712310999631882]"
194,2015.1.00625.S,star formation triggered by the collision of supergiant shells in the large magellanic cloud we propose co observations of the unique massive star forming region n in the large magellanic cloud where two supergiant shells sgss lmc and lmc are colliding we propose observations of co co c o covering three clumps in different evolutional stages to understand how clusters are formed through the collision of sgss we need to reveal the properties and states of pre cluster forming cores and filaments with resolutions higher than pc with these resolutions we will reveal the detailed spatial distribution velocity structure of the molecular filaments at sub pc scales which simulations predict we will also clarify whether there are differences in the characteristics of pre cluster forming dense molecular cores the mechanism of young massive cluster ymc formation can be well compared with theoretical models for the first time such study will yield vital clues as to the formation of ymcs via cloud cloud collision,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.014882826246321201, 0.49330011010169983, 0.04795554280281067, 0.017579901963472366, 0.2657027244567871, 0.10892676562070847, 0.024373099207878113, 0.014427983202040195, 0.012850985862314701]"
195,2015.1.00627.S,driving molecular gas flows with radio bubbles in a s brightest cluster galaxy chandra x ray observations of the hot atmosphere around the dominant central galaxy in the nearby cluster a reveal a complex network of buoyantly rising radio bubbles weak shocks and pressure waves all powered by the agn jet luminous halpha emitting filaments appear drawn up around the edges of the northern radio bubble the morphology and velocity structure suggest that these filaments have been uplifted from the galaxy by the bubble s expansion and entrained in the wake we propose observations of co emission with arcsec angular resolution to map the velocity structure of the inner filaments search for outflowing cold gas entrained in the radio bubble s wake and compare the outflow rate with the jet power to investigate the jet cloud coupling we will also probe the central pc around the agn approaching the bondi radius to determine if feedback is fuelled by the accretion of the hot atmosphere or cold molecular gas,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.01227368600666523, 0.28849515318870544, 0.05183207616209984, 0.013726220466196537, 0.3508804142475128, 0.23113982379436493, 0.023998035117983818, 0.016451064497232437, 0.011203521862626076]"
196,2015.1.00637.S,are planetary orbits aligned with binary orbits we propose observations of protoplanetary disks in young binary systems to test whether or not the two disks in a binary system are aligned with each other and with the binary orbit is currently the only way we can measure the three dimensional orientation of the eventual orbits of planets in these systems once the disks dissipate and the planets form their orbits become invisible the degree of misalignment between binary and planetary orbits has implications for planet migration and orbital evolution as well as for binary formation in the process of making these measurements we will test the validity of a previously used method of measuring disk alignment which recent observations have called into question,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.012780159711837769, 0.03357949107885361, 0.03980971872806549, 0.012627815827727318, 0.42886507511138916, 0.404490202665329, 0.024087855592370033, 0.025519460439682007, 0.01824023574590683]"
197,2015.1.00650.S,the nature of the massive outflow in centaurus a several massive outflows have been discovered in very luminous and active galaxies none of these can be studied in much detail owing to the great distances of the host galaxies only centaurus a a giant radio galaxy that is exceptionally close to us provides an opportunity to do so this has become relevant since the discovery of a slow massive outflow along the much faster relativistic jets seen in neutral and ionized atomic line emission in order to investigate its origin and properties we propose to image the core of cen a with in the co an ci lines at resolution in the core a supermassive black hole is surrounded by a cool circumnuclear disk from which matter falls in towards a compact inner zone where much of it must be deflected into the newly discovered outflow the images will reveal the physical and kinematical structure of the outflow from the cen a center in addition to that of the circumnuclear disk the gas reservoir supplying both smbh and outflow we will analyse the data using our estensive database of observations at lower resolution and the radiative transfer models developed specifically for such purposes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.010029717348515987, 0.10593806207180023, 0.03418101370334625, 0.010248063132166862, 0.5230104923248291, 0.2718861997127533, 0.01917731575667858, 0.014135404489934444, 0.011393754743039608]"
198,2015.1.00676.S,contrasting exoplanetary systems by resolving the debris disk around denebola denebola beta leo is only slightly more distant than fomalhaut of virtually identical spectral type and luminosity and has a nearly equally prominent debris disk however its disk is times smaller than fomalhaut s the denebola disk has at least four spectral spatial components presumably reflecting the complexity of the planetary system embedded in it we propose to use to determine the structure of this disk probing the embedded planetary system and allowing a detailed comparison with fomalhaut s disk to elucidate the causes for the differences in their structures,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.012024300172924995, 0.03824551776051521, 0.043232858180999756, 0.010881481692194939, 0.43785691261291504, 0.39652302861213684, 0.0231290552765131, 0.022587209939956665, 0.015519714914262295]"
199,2015.1.00686.S,characterizing substructure in the tw hya disk theoretical models for the early stages of planet formation make predictions for the evolution of solids in protoplanetary disks that conflict with resolved mm wavelength data calculations of inward migration rates for mm cm sized particles are much too high to account for the extended emission that is routinely observed the nominal solution for this problem is to invoke small scale substructure in the disk which can trap particles in local concentrations such inhomogeneities may be caused by embedded planets magnetic structures hydrodynamic instabilities or turbulent fluctuations in any case this substructure is absolutely fundamental to the planet formation process we propose sensitive very high angular resolution band continuum observations to find and characterize this substructure in the closest protoplanetary disk around tw hya this disk is the only case where we can resolve low amplitude features as small as au sufficient to measure planetary gaps on scales compatible with our solar system architecture and to probe turbulent fluctuations with sizes comparable to the gas pressure scale height over most of the disk volume,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.013658024370670319, 0.04543282464146614, 0.045792605727910995, 0.011713181622326374, 0.35142695903778076, 0.4698125422000885, 0.02513730153441429, 0.020236527547240257, 0.016790060326457024]"
200,2015.1.00695.S,star forming clumps after the peak epoch of star formation we propose a high resolution co line and dust continuum imaging program of a sample of six massive star forming galaxies at z in order to investigate in detail the star formation processes and the fate of the star forming regions after the peak epoch of star formation we will derive the mass distribution the kinematics and the velocity dispersion of the molecular gas with an unprecedented resolution at this redshift namely or parsecs thus reaching the scales of the star forming regions themselves this will enable us to characterize star formation on subgalactic scales notably through a spatially resolved kennicutt schmidt relation to observe the inner morphology of the disk and to test the virialization of the star forming clumps this study is meant as a high resolution step forward of the iram phibss and phibss programs which investigate early galaxy evolution and star formation from a larger statistical sample of about sources at different redshifts but with lower resolution resolution and sensitivity will allow us to reach sub kpc scales which is crucial to our understanding of the transitional period of the winding down of star formation,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.011227549985051155, 0.28678086400032043, 0.0414760485291481, 0.012568115256726742, 0.3943523168563843, 0.20524588227272034, 0.02218763716518879, 0.014334107749164104, 0.011827483773231506]"
201,2015.1.00717.S,ci may trace h better than co a sensitive test on molecular outflows we propose high sensitivity observations of the ci p p co and cs emission lines in the local agn host lirg ngc we aim to explore the capability of the ci line to trace the bulk of h gas both in the outflow and in the star forming disk of ngc and in particular of its most diffuse and coldest phase and compare it to the more commonly employed co and co gas tracers our analysis will have a great legacy value for future high redshift studies because at z the lowest j co transitions are not observable with we will also investigate the denser phase of h through the cs line and examine whether the outflow entrains high density gas which is the primary fuel for star formation the recent discovery that star formation powered cosmic rays can very effectively destroy co but not h makes the proposed observations even more promising since cosmic rays escape from star forming disks and are expected to do so preferentially along the directions of the powerful h outflows,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.018445223569869995, 0.41370540857315063, 0.06321024894714355, 0.021057836711406708, 0.24035926163196564, 0.18002361059188843, 0.031608857214450836, 0.016933904960751534, 0.014655614271759987]"
202,2015.1.00762.S,the nature and origin of the solar system scale disk in the helix nebula we intend to image the solar system scale dusty disk around the central star of the helix nebula the closest planetary nebula pn d to pc there are two scenarios for its origin a kuiper belt that survived the stellar post main sequence post ms evolution or a remnant post asymptotic giant branch pagb disk that formed from material ejected by the star during that phase we will measure the gas content and probe for large grains in the disk in order to distinguish between the two scenarios the primordial kuiper belt case this will be the first kuiper belt confirmed and imaged around a star that went through the post ms evolution and the first direct evidence that planetary systems survive this phase we will observationally investigate the effects of this phase on planetary planetesimal systems the remnant post agb disk case we will measure its gas and dust mass to test predictions of evolutionary time scales of such disks we will investigate whether second generation planet esimal formation is possible there our observations will impact our understanding of the evolution of post ms stars and their disks and on the binary hypothesis of pn formation,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.012760569341480732, 0.028538942337036133, 0.034726496785879135, 0.012761371210217476, 0.40604954957962036, 0.43180736899375916, 0.02704446204006672, 0.02670404501259327, 0.019607294350862503]"
203,2015.1.00815.S,kinematics of protostars at au completing the evolution of angular momentum from cores to disks angular momentum determines the initial conditions for disk formation and has implications on the properties of multiple systems we aim to better understand how angular momentum influences the scale for dynamical collapse shapes the degree of fragmentation and separation in multiple systems and provides constraints for numerical simulations we propose to study the specific angular momentum in the inner envelopes of ten class sources at au scales by combining the measurements of specific angular momentum with two large surveys from the sma and gbt we will be able to trace the evolution of specific angular momentum from au to au for the first time also our sample of ten sources which consists of six single systems and four binary systems will allow us to investigate and compare the conditions in these two types of different systems provides an unique opportunity to study the gas kinematics down to au scale with its unprecedented sensitivity thus providing key information on the transition from envelopes to disks,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.010594524443149567, 0.04806949570775032, 0.029968062415719032, 0.00989613588899374, 0.5104888677597046, 0.3338390290737152, 0.02235410362482071, 0.02021515741944313, 0.014574618078768253]"
204,2015.1.00851.S,cold gas in a cosmic spiderweb of proto galaxies witnessing the in situ birth of a giant cluster elliptical the largest galaxies in the universe are giant ellipticals in the cores of galaxy clusters simulations predict that their early evolutionary stages in proto clusters at z are dominated by rapid gas cooling that triggers in situ star formation using atca and vla we have obtained the first tantalizing observational evidence for this scenario by detecting and resolving an extended kpc reservoir of cold molecular co gas in the massive spiderweb radio galaxy at z the spiderweb galaxy is embedded in a rich proto cluster and surrounded by a uv emitting halo that harbors widespread star formation for the first time we identified the fuel reservoir that can sustain such widespread star formation we here propose observations of ci co and the micron dust to study the physical and chemical properties of the cold igm across the halo this will allow us to better understand the nature origin and evolutionary role of the cold proto cluster igm it may ultimately test theoretical predictions of how gas cooling deep inside the potential wells of high z proto clusters shapes the early formation of the most massive galaxies in the universe,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01614207774400711, 0.4523414075374603, 0.057752519845962524, 0.019483085721731186, 0.24118509888648987, 0.15680812299251556, 0.02957318164408207, 0.014276029542088509, 0.012438506819307804]"
205,2015.1.00860.S,co and agn feedback in massive galaxies we propose to measure the molecular gas content in three massive elliptical galaxies at the centers of nearby x ray bright groups known to contain kpc extended dust and cooler multiphase gas many recent observational and theoretical studies of the centers of hot gas atmospheres in galaxy groups and clusters conclude that multiphase gas is evidence of non linear radiative cooling to low temperature such cooling is thought to produce molecular gas visible in co but so far co has been detected in only one galaxy group ngc during cycle here we propose to test this multiphase cooling hypothesis by observing the cores of three nearby group centered giant elliptical galaxies all similar to ngc this test is best done with galaxy groups not clusters because of their simplicity and proximity in short our observations will reveal or constrain the physical nature of the cooling accretion feedback cycle driven by massive central black holes in elliptical galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.012561600655317307, 0.31005507707595825, 0.044361285865306854, 0.013872236013412476, 0.39784908294677734, 0.1700892299413681, 0.02493538334965706, 0.014424777589738369, 0.011851436458528042]"
206,2015.1.00883.S,wise j an evolving inter stellar medium hiding beneath an hyper luminous agn with a luminosity of l bol x lsun mostly powered by an obscured yet hyper luminous active galactic nucleus wise j is the most distant hot dust obscured galaxy hot dog discovered by wise and the most luminous galaxy in the universe known to date as part of an cycle proposal we obtained observations of the cii um fine structure line and its adjacent dust continuum emission in band for wise j at an angular resolution of kpc the data have allowed us to pinpoint the location of the bluk of the ionized gas reservoir in this unique system and study its kinematics in this proposal we request band observations of the nii um and co j emission lines at an angular resolution similar to the existing cii data the nii line will allow us to disentangle the cii emission that originates in dense photo dissociation regions pdrs associated with star forming structures in the host galaxy from that arising in the diffuse ionized ism we will also probe the warm component of the molecular gas that has been likely excited by the agn activity via the co j line,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.011079935356974602, 0.2614322304725647, 0.046660687774419785, 0.013104463927447796, 0.39410579204559326, 0.2217910885810852, 0.022951655089855194, 0.016201108694076538, 0.012672996148467064]"
