,project_code,standardized_text,Target_Vector,Predicted_Vector
361,2017.1.00200.S,resolved survey of nearby stars reasons a population study of the formation location of planetesimal belts locating planetesimal belts is fundamental to understand their formation and evolution we propose reasons resolved survey of nearby stars to accurately measure the radius and geometry for nearby planetesimal belts completing the mm flux limited sample of the sons jcmt legacy survey we will study our newly discovered tentative correlation between belt radius and stellar luminosity which already suggests a link to the co snow line location in progenitor protoplanetary disks if confirmed at high significance through reasons this would provide strong evidence for a common belt formation mechanism by putting together a complete sample of all mm bright debris disks we will also provide a crucial test of the population synthesis models that fit the observed population of ir excesses additionally we will search for exocometary gas and compare resolved disks with scattered light images to constrain the ice content of exocomets and link it back to the belt formation location this community effort will provide a legacy of all mm bright resolved debris disks fundamental for our understanding of the formation and evolution of planetesimal belts including our own,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006893899291753769, 0.03571696951985359, 0.024246932938694954, 0.011802316643297672, 0.5374630093574524, 0.3428184688091278, 0.021538980305194855, 0.012870416976511478, 0.006648980546742678]"
362,2017.1.00258.S,spatially resolved dense gas diagnostics in the close agn reference survey cars the dense molecular material in the centres of galaxies provides fuel for massive star formation and also acts as a reservoir for accretion powering active galactic nuclei agn if we can understand the information encoded in the emission lines of dense gas tracers then they can provide critical information on the nature of the physical processes ongoing in the centres of galaxies in this proposal we propose to obtain band observations for seven representative galaxies from the close agn reference survey cars which span the full range of galaxy types and properties our immediate goal is in order to map the important diagnostic emission lines hcn hco and cs together with dust continuum emission with these data we will be uniquely positioned to compare molecular diagnostics with maps of the ionised gas excitation stellar population information and hot gas properties all derived at the same spatial scale across the face of normal agn host galaxies this will enable us to take an important step forward for spatially resolved dense gas diagnostic studies and shed light on how normal agn supress star formation across the universe,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.006070883944630623, 0.6203179955482483, 0.04426630586385727, 0.019098348915576935, 0.19772997498512268, 0.058021608740091324, 0.029393818229436874, 0.016491690650582314, 0.008609355427324772]"
363,2017.1.00271.S,why is of the lmc s molecular gas not forming massive stars we propose to map the lmc s quiescent molecular ridge a gmc complex containing of all of the molecular gas in the galaxy but which has very little associated massive star formation the region is x below the extragalactic schmitt kennicutt region and even summing up all of the lower mass and small embedded clusters still leaves the region inefficient compared to its molecular mass it is important for any general theory of star formation to understand and explain such a large quiescent system we propose here to first map the region with the aca revealing all few parsec scale molecular clumps and their properties we will investigate whether the region is having difficulty forming forming stars because it can t form dense clumps or because the clumps are present but have extra support against collapse we will determine whether the region is analogous to the dense bones of milky way molecular clouds we will release our science optimized large mosaic to the community so that the most interesting parts can be followed up at higher resolution and frequency,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.005965448450297117, 0.5581336617469788, 0.03879450261592865, 0.018710996955633163, 0.2574932873249054, 0.07032826542854309, 0.028287716209888458, 0.013877102173864841, 0.008408988825976849]"
364,2017.1.00277.S,wisdom supermassive black hole mass measurements for nearby spiral galaxies using molecular gas black holes are considered to play an important role in the galaxy evolution process leading to various known correlations between the mass of the supermassive black hole smbh and host galaxy properties e g m sigma relation where sigma is the central velocity dispersion of stars the correlations however are based on a relatively small number of measurements and a handful of methods with some limitations on sample selection recent works on dynamical smbh mass measurements using molecular gas kinematics including our published works and preliminary results open a possiblity to increase the number and variety of galaxies with their smbh masses measured with great accuracy cycle enables one to measure smbh mass in a number of nearby galaxies by utilizing extended array configuration we propose to observe spiral galaxies distributing in the m sigma plane yet to be explored with our method the data will allow us to weigh smbhs using molecular gas across the m sigma relation and will add some late type galaxies to balance the currently biased sample,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006027493625879288, 0.13990041613578796, 0.0330110602080822, 0.015521478839218616, 0.581819474697113, 0.17792049050331116, 0.027899736538529396, 0.010339141823351383, 0.0075607905164361]"
365,2017.1.00293.S,characterizing the accretion structures around the hmysos in w the formation process of the most massive o type stars is one of the main open issues in star formation there has not yet been a clear detection of a keplerian accretion disk reported around an o type forming star we recently observed accretion structures on au resolution scales at mm but these structures are far more disordered than the disks seen around low mass stars the presence of outflows indicates that the structures are linked to disks on small scales solar masses forming stars massive star forming complex w and address the following questions what are the kinematics on scales au where the dust is optically thick at mm but thin at mm how much of the continuum emission seen on au scales is free free emission from ionized gas what fraction if any of the disk is ionized are the outflows from these high mass protostars ionized are there large grains in the accretion flow or around the disk,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0057852561585605145, 0.07484281808137894, 0.028290674090385437, 0.012552197091281414, 0.5955115556716919, 0.24302555620670319, 0.021393997594714165, 0.01269221119582653, 0.005905774887651205]"
366,2017.1.00301.S,measuring black hole masses in early type galaxies with molecular gas dynamics can potentially provide the most precise determinations of the masses of black holes in the centers of early type galaxies etgs for those etgs that host circumnuclear disks of cold gas in regular circular rotation in cycles we began a program to map the gas kinematics in nearby etgs hosting central dust disks observing co with angular resolution comparable to the black hole radius of influence the majority of these targets exhibit regular gas rotation on subarcsecond scales suitable for dynamical modeling for cycle we propose to complete our survey of the nearest and best targets accessible to having estimated black hole radii of influence arcsec using the new data we will carry out dynamical modeling to determine black hole masses in cases where high velocity rotation is detected from gas within the black hole sphere of influence we will propose higher resolution observations in a future cycle to map the central gas kinematics in detail providing high precision measurements of black hole mass with minimal susceptibility to systematic errors as demonstrated with our cycle observations of ngc ,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006155224516987801, 0.08390356600284576, 0.026207640767097473, 0.012422297149896622, 0.6101939082145691, 0.22050683200359344, 0.02367297373712063, 0.010071647353470325, 0.006865919101983309]"
367,2017.1.00363.S,molecular gas in the symbiotic stellar system r aqr this is a resubmission of a cycle project after incorporating the comments from the tac and data from very recent observations we propose to map the molecular gas in the symbiotic stellar system ss r aqr r aqr is a prototypical ss an interacting binary with an agb star plus a compact white dwarf wd it is a weak emitter in co lines nevertheless it is the strongest among sss previous low resolution data suggest that co emission mainly comes from a very small region around the agb star about wide comparable to the binary orbit this clump is very probably gas ejected by the agb not yet photodissociated by the wd uv emission that feeds an accretion disk and therefore powers the symbiotic phenomenon the compact clump was confirmed by recent data s by s ramstedt et al which also show faint emission occupying about in total we propose to map with high resolution co j and j lines in r aqr to study the properties of the molecular gas and hopefully obtain a direct description of the mass transfer from the agb to the wd continuum maps at these wavelengths will accurately measure the relative positions of the stars,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.00672499556094408, 0.23642633855342865, 0.04215491563081741, 0.01933186873793602, 0.4790983498096466, 0.1611437350511551, 0.028339868411421776, 0.018829530104994774, 0.007950429804623127]"
368,2017.1.00393.S,long baseline observations of mira variables asymptotic giant branch agb stars are considered to belong to the main contributors of interstellar dust in galaxies mid infrared interferometric observations have shown that dust starts to form at a few stellar radii from the stellar photosphere which is also known as the extended atmosphere in mira type agb stars this region is thought to be dominated by non equilibrium shock induced chemistry as a result of periodic passage of pulsation driven shocks however our understanding of the kinematics shock chemistry and dust formation mechanisms in the extended atmosphere of oxygen rich agb stars is still rather preliminary in order to test the latest shock chemical models and hydrodynamical models against spatially resolved observations we propose to observe the transitions of key molecular species in the complex extended atmosphere of two frequently studied oxygen rich agb stars with the most extended configuration of from this study we will learn how evolved stars and their immediate physical and chemical environments vary with pulsation phases,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0059152995236217976, 0.13022558391094208, 0.03595695272088051, 0.015795288607478142, 0.5427495837211609, 0.22498348355293274, 0.024855870753526688, 0.012710734270513058, 0.0068071926943957806]"
369,2017.1.00433.S,the birth of super star clusters at parsec resolution our recently delivered b mosaic of the central regions of ngc at pc resolution uncovers highly structured bright emission and a number of compact sources that have all the markings of nascent very massive star clusters super star clusters these objects are very bright in continuum and hcn possess dynamical masses of approximately a million solar masses and are unresolved in our pc resolution data we propose to obtain pc resolution data in the central field encompassing these objects with enough sensitivity to ensure their detection and conclusively measure their sizes and kinematics these measurements will allow us not only to obtain accurate masses and determine the structure of these objects but also to study feedback signatures and processes that may stop their growth in particular we will look for the imprint of strong radiative feedback by estimating fir optical depths from dust surface brightness and comparing them to local kinematics from high s n line profiles ngc is the best source to carry out these high spatial resolution observations,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.005716944579035044, 0.10325182974338531, 0.0287745613604784, 0.012875406071543694, 0.5617782473564148, 0.2424851655960083, 0.02847408503293991, 0.009581507183611393, 0.007062225136905909]"
370,2017.1.00467.S,c i imaging of a gaseous debris disk ceti we propose the observation of the fine structure line of atomic carbon c i p p ghz in band toward a gaseous debris disk around a type star ceti at an angular resolution of our aim is to reveal the spatial and velocity structure of the c i emission from the co gas disk we have recently detected the c i line toward ceti with the aste m telescope and have found that its line shape resembles that of co higuchi et al this result suggests that atomic carbon c coexists with co in the debris disks and is likely formed by the photodissociation of co moreover the c co ratio is derived to be as high as the high c o ratio implies a small amount of h the gas to dust ratio is thus estimated to be with we observe the distribution of the c i emission and explore the variation of the gas to dust ratio h dust in the debris disk in combination with the co and dust continuum data the result will provide us with novel information on gas dissipation in the planetary system formation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.007197588682174683, 0.11124946177005768, 0.03644375503063202, 0.016473310068249702, 0.4861876666545868, 0.28730764985084534, 0.031233130022883415, 0.017020419239997864, 0.00688692182302475]"
371,2017.1.00471.S,gas kinematics of galaxies infalling into a massive galaxy cluster at z we propose spatially resolved measurement of co j emission lines and dust continuum emissions to investigate gas kinematics of galaxies associated with a x ray massive galaxy cluster at z in the cycle observations at a lower resolution we have detected co j emission lines from cluster member galaxies whose phase space implies that they are likely to be infalling into a potential of the galaxy cluster and thus spend a small amount of time after arriving near the cluster center the co velocity maps allow us to discuss a contribution of merger to evolution of cluster galaxies and a difference of kinematics between the high z progenitors of present day slow fast rotators and field galaxies gives us an insight on pre processing and post processing responsible for evolution of cluster galaxies we also derive dynamical masses from the line profiles which enables an independent measurement of gas fraction of galaxies by comparing with stellar masses star formation efficiency of the galaxies and comparison of sizes between co gas and stellar component also allow us to discuss the evolution of galaxy structures such as bulge and disk,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006016974803060293, 0.4387240707874298, 0.044005900621414185, 0.018938036635518074, 0.3208083212375641, 0.11666152626276016, 0.03304525092244148, 0.013211173005402088, 0.00858867634087801]"
372,2017.1.00489.S,how does co trace the hi to h transition at low metallicity a key remaining question in star formation and galaxy evolution is how the atomic gas transitions to molecular and in particular the effect of metallicity on this process we propose to look for faint co emission using the aca in standalone mode towards a sample of sources spread across the magellanic clouds that have hi absortion observations as part of an ongoing large atca project lead by co i mcclure griffiths we will be able to compare the co intensity to the hi spin temperature and fraction of cold neutral gas to constrain how metallicity affects the transition from molecular to atomic gas by revealing how much co emission exists along these lines of sight and comparing to the optical depth of hi determined from the absorption line measurements we will constrain how much optically thick hi gas contributes to the co dark or co faint gas component at low metallicity with the proposed single pointings towards the background continuum sources with hi absorption measurements we are in a unique position to study how environment affects the co emission and its connection to the hi to h transition,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006428206339478493, 0.4691714346408844, 0.044064585119485855, 0.01958087459206581, 0.2979946434497833, 0.1030970960855484, 0.0344974510371685, 0.016719527542591095, 0.00844620168209076]"
373,2017.1.00541.S,the less biased star forming nature and early co evolutionary relations in low luminosity quasars at z previous studies of the properties of galaxies hosting quasar nuclei and their possible co evolution at high z were strongly biased towards very luminous objects that prevents us from understanding the general picture of the growth of supermassive black holes smbhs in the early universe with this in mind we have been conducting multi wavelengths follow up campaigns of our recently identified low luminosity quasars at z which are times fainter than previous samples of luminous z quasars in cycle we found that the hosts of those low luminosity quasars have star formation properties dust mass sfr similar to local lirgs which are quite different from those of galaxies hosting luminous quasars with this hr program we aim at detecting the cii line and the underlying fir continuum emission of three mroe of our low luminosity quasars to confirm the lirg like trend obtained in cycle the star forming nature as well as cii velocity dispersion will let us investigate the co evolutionary relationship we will obtain information on black hole mass from time allocated nir spectroscopy at the early universe in a less biased way,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005642462056130171, 0.12319064885377884, 0.03058485873043537, 0.01343886461108923, 0.5806176066398621, 0.20359498262405396, 0.025634296238422394, 0.010018739849328995, 0.007277557160705328]"
374,2017.1.00555.S,nitrogen chemistry in eta carninae eta carniae is one of the most extreme stars in the universe this source has underwent massive mass ejections which have formed a complex ejecta around this source an external oxygen rich cocoon with an inner cavity splattered with nitrogen rich condensations and in the innermost regions the homunculus nebula result of a solar masses eruption in as expected from the nucleosysntesys models this object presents an important nitrogen enrichment in addition to this this enrichment presents a variation as we move further from the star however the origin of this variation is not clear only recently the first molecules have been detected towards eta carinae most of the corresponding to n bearing molecules we aim to complete this sampling of n rich species locate them and resolve the different kinematical features observed in single dish observations for this purpose we ask for high angular resolution maps with a s n ratio reachable remarkably fast due to the expected strength of the selected lines,"[0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006372569594532251, 0.13317878544330597, 0.04052570089697838, 0.017247255891561508, 0.5298753380775452, 0.22496196627616882, 0.026382828131318092, 0.014784504659473896, 0.0066710528917610645]"
375,2017.1.00560.S,unveiling dusty star forming galaxies and probing multiple agn within a giant lyman alpha nebula at z in the hierarchical model of structure formation giant elliptical galaxies form through merging processes within the highest density peaks known as protoclusters usually radio galaxies pinpoint the location of these young protoclusters however as part of a campaign to map lyman alpha around radio quiet quasars we have discovered three giant kpc nebulae that host multiple agn and are surrounded by overdensities of lyman alpha emitters these regions are prime candidates for massive protoclusters in the early stages of assembly to search for ultraluminous starburst activity within these unique structures we have initiated a submm programme with single dish telescopes e g apex intriguingly our first targeted large scale structure at z showed strong emission at micron to firmly characterize the source s of this emission and known companion objects we propose here to use to conduct sensitive observations in band targeting the co line emission and the underlying continuum these observations will open the path to a detailed analysis and comprehension of the progenitors of elliptical galaxies,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006043590605258942, 0.4129991829395294, 0.04567087069153786, 0.018699707463383675, 0.3459855616092682, 0.11515454947948456, 0.03333258256316185, 0.014313820749521255, 0.007800098042935133]"
376,2017.1.00561.S,the fomalhaut c debris disk key to the famous eccentric ring around a the a type star fomalhaut is the primary component of a compelling and well studied extra solar stellar and planetary system host to an eccentric planet fom b and two distant low mass companions fom b c fom a hosts a spectacular eccentric debris ring our discovery of an unresolved disk around fom c with herschel prompted us to propose a unified stellar capture scenario that explains the origin of the wide triple star system and the eccentricity of the debris ring around fom a without invoking unseen planets a key prediction of this scenario is that the debris disk around fom c should be asymmetric and warped we have obtained an hst dust scattered light image of the fom c disk that indeed shows a strong asymmetry so supports our stellar capture scenario the hst image suffers from high contrast imaging artifacts and is only sensitive to small dust issues which are avoided by imaging we propose to image the fom c disk structure with h of band time to shed light on the origin of the fomalhaut system with wider application to the origin of wide stellar systems whose origins are rarely tested,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.007201638538390398, 0.03444325178861618, 0.023418003693223, 0.011042671278119087, 0.5741159319877625, 0.31181564927101135, 0.018939707428216934, 0.012388424016535282, 0.006634738761931658]"
377,2017.1.00569.S,solving the discrepancy between spectroscopic and dynamical stellar mass determinations of lupus ysos we analyzed the archival data of the survey in co toward protoplanetary disks in the lupus star forming region and obtained dynamical stellar mass estimates for young stars in the survey we found that there is a group of young stars having their spectroscopically determined stellar masses systematically lower than our dynamical estimates it is possible that systematic uncertainties are affecting the spectroscopic determinations however due to the low s n of the current data the origins of the discrepancy between the dynamical and spectroscopic estimates are unclear and the accuracy of our dynamical estimates is not sufficient to provide a meaningful benchmark against the spectroscopic determinations thus we propose observations in co isotopologues toward four young stars having the best spectroscopically determined stellar masses in the lupus survey with the proposed observations we aim to provide precise dynamical stellar mass estimates as benchmarks for pre main sequence stellar models adopted in the spectroscopic stellar mass determinations,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005835001822561026, 0.07241842150688171, 0.026506459340453148, 0.012406769208610058, 0.6269133687019348, 0.21631668508052826, 0.02211402915418148, 0.011146964505314827, 0.006342269480228424]"
378,2017.1.00571.S,toward the baryon census of z galaxy groups galaxy halos appear to be missing approximately of their baryons most probably hiding in the circumgalactic medium cgm a diffuse component within the dark matter halo that extends far beyond the inner regions of galaxies a powerful tool to study the cgm is offered by absorption lines seen in the spectra of background quasars to establish the connection of the cgm gas probed to the underlying galaxy it is essential to complement the absorption spectroscopy with imaging of the galaxies a powerful technique is d spectroscopy using vlt muse we have successfully detected multiple galaxies associated with n hi absorbers thanks to cycle observations we are able to measure the h masses velocity fields and star formation efficiencies of four co sources in one of these fields capitalising on this powerful synergy of muse and we propose to target the remaining absorbers we request band observations to observe the co molecular gas in galaxies identified with muse at z these structures are ideal to relate the neutral atomic gas molecular gas and stars in the same galaxy groups resulting in a full baryon census of complex galaxy structures,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006210968364030123, 0.5106669664382935, 0.04428628459572792, 0.019277874380350113, 0.2669830024242401, 0.09450534731149673, 0.03515809401869774, 0.013955054804682732, 0.008956341072916985]"
379,2017.1.00586.S,effects of active galactic nucleus and starburst in ngc high resolution images of neutral carbon ci we propose to obtain high resolution images of neutral carbon ci at ghz toward the nearby seyfert galaxy ngc abundances of atoms molecules and the understanding of physical and chemical processes are fundamental for astrophysics and astrochemistry in galaxies one of the interesting topics is the effect of x rays from agns active galactic nuclei on interstellar matter we have obtained images of several molecules with band and toward ngc covering the nuclear region and the surrounding starburst ring the images demonstrated distributions of the molecules in one or both of these extreme regions these images were excellent for the study of the above processes encouraged by these results we propose to observe images of ci the distribution will provide valuable data to study the effects of x rays cloud age and relation to carbon chain molecules three interesting positions selected based on our previous study will be observed including the center this study will also be useful as a template to interpret ci data in high z galaxies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0066586765460669994, 0.4689951241016388, 0.04405592009425163, 0.01955433562397957, 0.287108451128006, 0.11394946277141571, 0.03746866062283516, 0.013796789571642876, 0.008412505500018597]"
380,2017.1.00629.S,constraining the cold accretion onto the most massive black holes the properties of the cold gas found in the cores of clusters of galaxies are relatively poorly constrained observations of the global emission from the ensemble of cold clouds traced by co allow us to estimate the total mass and temperature of the gas however without information about the size and density of individual clouds it is not possible to unambiguously determine its contribution to the baryon budget in the cluster core and how it fuels agn activity we propose to obtain co absorption observations toward the brightest mm continuum sources in cluster cores observable with to determine the properties of a statistically meaningful sample of these clouds the results from these poor weather observations requested will form the basis of future observations to determine the chemistry and dynamics of these clouds,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0065218606032431126, 0.2870276868343353, 0.03931933268904686, 0.01805545762181282, 0.42681801319122314, 0.16706466674804688, 0.03477173298597336, 0.012568916194140911, 0.007852355018258095]"
381,2017.1.00661.S,testing predictions of stellar cluster formation in ngc i our cycle and studies of the nearby kpc massive embedded protocluster ngc i have yielded remarkable results including the discovery of numerous high and low mass protostars actively accreting and driving outflows within the central pc and an accretion outburst from a massive protostar mm b in order to test the predictions of stellar cluster formation models we seek to expand our survey area by times to fully cover the protocluster and to improve the sensitivity by times these data will allow us to obtain a census of the protostellar activity in this region down to a gas mass limit of msun by observing with matched angular resolution au at and mm we will be able to measure the size and spectral index to constrain the nature of each object as well as their distribution across the cluster we will also determine which sources are actively accreting by searching for outflows in multiple molecular tracers include two transitions of sio in order to probe outflowing gas across a range of excitation conditions these data will also constrain the decay timescale and accretion rate of the extraordinary outburst from mm b,"[0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.005411653779447079, 0.13407258689403534, 0.02932838723063469, 0.013459672220051289, 0.5825251936912537, 0.1930740773677826, 0.024579988792538643, 0.010960526764392853, 0.0065879072062671185]"
382,2017.1.00696.S,do organic molecules exist in the large magellanic cloud it is quite likely that the precursors of life came to earth from space in the form of complex organic molecules carried by comets methanol ch oh is the molecule that provides many of the building blocks for more complex species and is produced in ice mantles on grains through hydrogenation of frozen co two attempts to detect complex molecules or even methanol in the large magellanic cloud failed one was conducted by us toward three ysos with outflows another attempt was made by shimonishi et al they were successful in the sense of detecting a hot core but based on so with very low upper limits on methanol this was explained by them as due to the elevated grain temperatures in the lmc which are produced by the high radiation field and which would stop accretion of the building blocks of methanol co and h and therefore prevent methanol production the statistics is very low sources between shimonishi and us here we propose to observe a larger sample of sources carefully selected to be away from star forming activity and hence with a high probability of lower dust temperature at the time of formation,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.007924729958176613, 0.3471791744232178, 0.05194956436753273, 0.02208583429455757, 0.3635750114917755, 0.14153873920440674, 0.03428461402654648, 0.02179313451051712, 0.009669192135334015]"
383,2017.1.00700.S,fragmentation and binary formation in the afgl disk we propose to use the long baseline capabilities of cycle at mm to resolve and characterise the structure and fragmentation of the best example to date of a disk around a forming o type star our cycle observations of the afgl disk also taken at mm show that it is in near keplerian rotation but our physical resolution was limited to au we propose to observe the ch cn k k lines which are well tested disk kinematical tracers and temperature probes in addition we will observe mm continuum to trace the disk surface density at a resolution of or au which using simulations we show is sufficient to uncover fragments in the disk these three properties the surface density kinematics and temperature will allow us to carry out a highly resolved stability analysis of a disk around an o type star further we will search for fragments in the disk sufficiently massive to lead to companion formation providing insight into the origin of massive binary systems,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006969030946493149, 0.04207053780555725, 0.024557678028941154, 0.011411157436668873, 0.574542224407196, 0.2999779284000397, 0.021137498319149017, 0.013121542520821095, 0.006212353706359863]"
384,2017.1.00725.S,resolving the radio core of eta carinae eta carinae is an lbv star forming part of a high mass binary system the objective of this project is to map the region that emits at submillimeter wavelengths in the continuum and in the h alpha recombination line using band the region was observed with in cycle but was not resolved even at the highest frequency ghz resolution x arc sec the integrated continuum spectrum between and ghz is characteristic of a compact hii region that becomes optically thin around ghz and h and he recombination lines showed signatures of departure from local thermodynamic equilibrium from these observations and assuming a spherical expanding shell with constant electron density and temperature we were able to determine univocally the radius shell width density temperature and expansion velocity the radius of the shell is about arc sec and its width a tenth of this value which makes it possible to resolve with in its extended cycle configuration depending of the image of the ionized emitting matter its origin can be attributed to an lbv ejection episode or to the concentration of shocked matter produced in the wind wind collision,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005614457186311483, 0.17130672931671143, 0.033912718296051025, 0.015212525613605976, 0.527137815952301, 0.19980144500732422, 0.02817322313785553, 0.012280570343136787, 0.006560408044606447]"
385,2017.1.00737.S,disks winds and tori towards a comprehensive view of the agn environment with vlti and we explore the origin of dusty molecular outflows in agn by combining data from the highest angular resolution ir and sub mm facilities vlti and using vlti we recently showed that the dusty torus region is much more complex than models assume radiation pressure may drive a clumpy wind that forms a polar outflow this outflow seems responsible for the bulk of the mid ir emission seen on pc scales of nearby seyfert galaxies and may be the origin of kpc scale molecular outflows invoked in agn feedback while this disk wind picture emerged from detailed vlti observations it lacks an exploration of its physical implications dense molecular gas orbits the black hole and dense clouds are ejected into the outflow in this pilot study we will observe ngc the poster child of the pc scale dusty outflows by mapping the kinematics of high density tracer lines hcn co co cs and hco do we see the dense rotational disk can we prove a significant outflow and does the ir dust emission trace the high density regions these questions can only be solved directly with the unprecedented exploitation of maximal angular resolution of and vlti,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[0.0056458874605596066, 0.0893946960568428, 0.028667369857430458, 0.013540818355977535, 0.5549778342247009, 0.2641203701496124, 0.026427047327160835, 0.010277396067976952, 0.006948575377464294]"
386,2017.1.00753.S,revisiting the star formation efficiency of low metallicity starburst galaxy ngc with its supermassive star clusters high star formation sf efficiency and low metallicity ngc is the best local laboratory to study star formation conditions at high redshift the offset of the kennicutt schmidt law may be indicative of a non standard mode of star formation but this inference critically depends on the determination of the star forming gas reservoir which is currently incomplete due to very opaque clouds av mag and the absence of co dark gas tracers we propose to observe ci co co and c o lines with in h at high spatial resolution or pc to recover the total molecular gas content we will be able to reanalyse the sf efficiency and conclude whether the high sf efficiency can be explained by the presence of a large co dark gas reservoir or requires a non standard mode of star formation based on high resolution line diagnostics from archival databases we will construct a multi phase ism model and constrain filling factors for the various ism phases the quantification of the co dark gas fraction and the calibration of various line diagnostics will be crucial for high redshift studies of star forming galaxies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.006316252518445253, 0.6778502464294434, 0.04142427816987038, 0.01963954232633114, 0.15587569773197174, 0.04489229619503021, 0.027792783454060555, 0.016881225630640984, 0.009327714331448078]"
387,2017.1.00786.S,apocenter glow in the gyr old debris disk of hr there are few observations of old debris disks similar in age to our solar system and opportunities to observe mature typical systems containing eccentric planets are rare therefore we propose to use in bands and to observe the sub mm excess from the gyr old debris disk of the sun like star hr herschel observations reveal a double lobe brightness asymmetry pericenter glow which indicates this debris disk is significantly eccentric e most likely shaped by an undetected eccentric planet at s band and wavelengths this brightness asymmetry is expected to be reversed apocenter glow but more importantly to vary from one band to another depending on the disk s dust properties together with herschel data data will help characterize the variations of the brightness asymmetry with wavelengths while providing constraints on the disk geometry it will allow us to build a comprehensive model of the ring dust population teaching us about the planetary systems formation and evolution processes at the origin of the most eccentric belt shaping perturber ever inferred at large distance from a solar type star and to better characterize it,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.007407356984913349, 0.034911707043647766, 0.025335270911455154, 0.012418108992278576, 0.5460658073425293, 0.331505686044693, 0.02138695679605007, 0.014445229433476925, 0.00652395049110055]"
388,2017.1.00797.V,imaging the shadow of a supermassive black hole event horizon telescope observations of sgr a the galactic center supermassive black hole sgr a subtends the largest angular size of any black hole in the universe previous mm observations with the event horizon telescope eht have detected schwarzschild scale emission from sgr a but have lacked the sensitivity and baseline coverage to produce images in april we observed sgr a for the first time with the full eht array although these data are not yet available the demonstrated technical performance at all sites strongly motivates expanded observations in particular as the only eht target with intra hour variability and daily flares sgr a is the most promising source to study variability near a black hole we propose for hours observing sgr a with joining the eht equivalent to imaging tracks these observations will double the recorded bandwidth of and give a factor of increase in frequency coverage ghz enabling a direct probe of magnetic field strength near sgr a via faraday rotation they can confirm persistent image features such as the black hole shadow and can give the sharpest view ever obtained of the structure and dynamics near a black hole,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005948303733021021, 0.17327864468097687, 0.03413739427924156, 0.015675321221351624, 0.5489835739135742, 0.17637185752391815, 0.02622067928314209, 0.012589341960847378, 0.0067948936484754086]"
